=== mathematical_logic/task_5 seed=0 ===
step   1 tile=(1, 1) engpos=(16.0, 16.0) detpx=(16, 16) keys=0 facing=down action=DOWN events=[] monster=None
step  97 tile=(2, 5) engpos=(32.0, 77.0) detpx=(32, 77) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  98 tile=(2, 5) engpos=(32.0, 78.0) detpx=(32, 78) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  99 tile=(2, 5) engpos=(32.0, 79.0) detpx=(32, 79) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 100 tile=(2, 5) engpos=(32.0, 80.0) detpx=(32, 80) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 101 tile=(2, 5) engpos=(32.0, 81.0) detpx=(32, 81) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 102 tile=(2, 5) engpos=(32.0, 82.0) detpx=(32, 82) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 103 tile=(2, 5) engpos=(32.0, 83.0) detpx=(32, 83) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 104 tile=(2, 5) engpos=(32.0, 84.0) detpx=(32, 84) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 105 tile=(2, 5) engpos=(32.0, 85.0) detpx=(32, 85) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 106 tile=(2, 5) engpos=(32.0, 86.0) detpx=(32, 86) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 107 tile=(2, 5) engpos=(32.0, 87.0) detpx=(32, 87) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 108 tile=(2, 6) engpos=(32.0, 88.0) detpx=(32, 88) keys=0 facing=down action=DOWN events=['move_down', 'button_pressed'] monster=None
step 109 tile=(2, 6) engpos=(32.0, 89.0) detpx=(32, 89) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 110 tile=(2, 6) engpos=(32.0, 90.0) detpx=(32, 90) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 111 tile=(2, 6) engpos=(32.0, 91.0) detpx=(32, 91) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 112 tile=(2, 6) engpos=(32.0, 92.0) detpx=(32, 92) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 113 tile=(2, 6) engpos=(32.0, 93.0) detpx=(32, 93) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 114 tile=(2, 6) engpos=(32.0, 94.0) detpx=(32, 94) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 115 tile=(2, 6) engpos=(32.0, 95.0) detpx=(32, 95) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 116 tile=(2, 6) engpos=(32.0, 96.0) detpx=(32, 96) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step 117 tile=(2, 6) engpos=(32.0, 97.0) detpx=(32, 97) keys=0 facing=down action=DOWN events=['move_down'] monster=None
